feature,label
C:\ASL_Project\asl_training\features\WHY\48459131285186974-WHY.npy,WHY
C:\ASL_Project\asl_training\features\NO\5309657970849855-NO.npy,NO
C:\ASL_Project\asl_training\features\START\8795618014543152-START.npy,START
C:\ASL_Project\asl_training\features\HELP\4382571867616978-HELP.npy,HELP
C:\ASL_Project\asl_training\features\START\3732575384926575-START.npy,START
C:\ASL_Project\asl_training\features\GOOD\9687874710872124-GOOD.npy,GOOD
C:\ASL_Project\asl_training\features\HELLO\7027473793210652-HELLO.npy,HELLO
C:\ASL_Project\asl_training\features\SORRY\9287154847825414-SORRY.npy,SORRY
C:\ASL_Project\asl_training\features\WHY\36979047566586587-WHY.npy,WHY
C:\ASL_Project\asl_training\features\PLEASE\31545854783740124-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\NO\2140134632834978-NO.npy,NO
C:\ASL_Project\asl_training\features\YOU\5547769757240029-YOU.npy,YOU
C:\ASL_Project\asl_training\features\NO\3247833356457248-NO.npy,NO
C:\ASL_Project\asl_training\features\PLEASE\6330094542104612-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\GOOD\25290749191933815-GOOD.npy,GOOD
C:\ASL_Project\asl_training\features\WHEN\15106441828646178-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\YES\15498675309554577-YES.npy,YES
C:\ASL_Project\asl_training\features\GOOD\5817237493367622-GOOD.npy,GOOD
C:\ASL_Project\asl_training\features\NAME\20739960328931106-NAME.npy,NAME
C:\ASL_Project\asl_training\features\UNDERSTAND\7903893233633115-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\NAME\5439490417710435-NAME.npy,NAME
C:\ASL_Project\asl_training\features\YOU\03323585576449206-YOU.npy,YOU
C:\ASL_Project\asl_training\features\LESS\054512253332980265-LESS.npy,LESS
C:\ASL_Project\asl_training\features\WHERE\19532533865671398-WHERE.npy,WHERE
C:\ASL_Project\asl_training\features\WHY\5584013314005547-WHY.npy,WHY
C:\ASL_Project\asl_training\features\YOU\4091388061019394-YOU.npy,YOU
C:\ASL_Project\asl_training\features\BAD\26378912740269156-BAD.npy,BAD
C:\ASL_Project\asl_training\features\MORE\009299695590603507-MORE.npy,MORE
C:\ASL_Project\asl_training\features\WHEN\8687294124175742-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\STOP\12188061798454708-STOP.npy,STOP
C:\ASL_Project\asl_training\features\PLEASE\8449958018804076-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\UNDERSTAND\5190569218964376-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\BAD\300065378201829-BAD.npy,BAD
C:\ASL_Project\asl_training\features\LOVE\285782838453037-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\START\959479246086911-START.npy,START
C:\ASL_Project\asl_training\features\WHY\32965084799922706-WHY.npy,WHY
C:\ASL_Project\asl_training\features\HELLO\8364377695946923-HELLO.npy,HELLO
C:\ASL_Project\asl_training\features\WHEN\01798723214383169-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\WHY\30163868001403205-WHY.npy,WHY
C:\ASL_Project\asl_training\features\LOVE\06306461164504529-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\BAD\06939945586940688-BAD.npy,BAD
C:\ASL_Project\asl_training\features\THANK YOU\4624064779710624-THANK YOU.npy,THANK YOU
C:\ASL_Project\asl_training\features\SORRY\09933901999031058-SORRY.npy,SORRY
C:\ASL_Project\asl_training\features\HELLO\9008261925178431-HELLO.npy,HELLO
C:\ASL_Project\asl_training\features\BAD\019466731254031755-BAD.npy,BAD
C:\ASL_Project\asl_training\features\MORE\19756865098292908-MORE.npy,MORE
C:\ASL_Project\asl_training\features\PLEASE\42961246858695024-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\MORE\8116309886717166-MORE.npy,MORE
C:\ASL_Project\asl_training\features\SORRY\7965960158855614-SORRY.npy,SORRY
C:\ASL_Project\asl_training\features\YOU\5521129539800975-YOU.npy,YOU
C:\ASL_Project\asl_training\features\NO\7931075492698656-NO.npy,NO
C:\ASL_Project\asl_training\features\PLEASE\49277089703101806-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\WHEN\08729017928642491-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\HELP\4206186890939383-HELP.npy,HELP
C:\ASL_Project\asl_training\features\MORE\6684303463308252-MORE.npy,MORE
C:\ASL_Project\asl_training\features\THANK YOU\06476990357042611-THANK YOU.npy,THANK YOU
C:\ASL_Project\asl_training\features\YES\32941176670637984-YES.npy,YES
C:\ASL_Project\asl_training\features\WHY\6217493782065597-WHY.npy,WHY
C:\ASL_Project\asl_training\features\MORE\9000660794636397-MORE.npy,MORE
C:\ASL_Project\asl_training\features\YES\7199140986089654-YES.npy,YES
C:\ASL_Project\asl_training\features\HELLO\7597723277213178-HELLO.npy,HELLO
C:\ASL_Project\asl_training\features\YES\16728596536749274-YES.npy,YES
C:\ASL_Project\asl_training\features\LOVE\30016965472947743-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\LIKE\4726973530309644-LIKE.npy,LIKE
C:\ASL_Project\asl_training\features\UNDERSTAND\6424637597161564-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\WHY\10953401131792706-WHY.npy,WHY
C:\ASL_Project\asl_training\features\WHEN\6191553425770482-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\NO\7932042062420475-NO.npy,NO
C:\ASL_Project\asl_training\features\NO\5328649685588343-NO.npy,NO
C:\ASL_Project\asl_training\features\WE\6062829066450051-WE.npy,WE
C:\ASL_Project\asl_training\features\WHERE\32552115561898876-WHERE.npy,WHERE
C:\ASL_Project\asl_training\features\BAD\8834295053246077-BAD.npy,BAD
C:\ASL_Project\asl_training\features\WHEN\19039558672419843-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\WHERE\5589002661440625-WHERE.npy,WHERE
C:\ASL_Project\asl_training\features\UNDERSTAND\9663239092789866-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\MORE\35438732511009685-MORE.npy,MORE
C:\ASL_Project\asl_training\features\HELLO\7613696736100914-HELLO.npy,HELLO
C:\ASL_Project\asl_training\features\YES\15689453699180178-YES.npy,YES
C:\ASL_Project\asl_training\features\PLEASE\43778843855311433-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\SORRY\1812960858393966-SORRY.npy,SORRY
C:\ASL_Project\asl_training\features\LOVE\23909248218883028-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\NAME\7680995774148371-NAME.npy,NAME
C:\ASL_Project\asl_training\features\LOVE\0430014058082695-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\GOOD\7791424980867376-GOOD.npy,GOOD
C:\ASL_Project\asl_training\features\BAD\25163871214803346-BAD.npy,BAD
C:\ASL_Project\asl_training\features\WE\16945345648483068-WE.npy,WE
C:\ASL_Project\asl_training\features\NO\9979731168048327-NO.npy,NO
C:\ASL_Project\asl_training\features\LESS\3974339076715794-LESS.npy,LESS
C:\ASL_Project\asl_training\features\NAME\38747687874121217-NAME.npy,NAME
C:\ASL_Project\asl_training\features\NAME\9031073980623976-NAME.npy,NAME
C:\ASL_Project\asl_training\features\WHEN\06593189811311206-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\STOP\8893256597213444-STOP.npy,STOP
C:\ASL_Project\asl_training\features\WHY\7308465390923164-WHY.npy,WHY
C:\ASL_Project\asl_training\features\START\2730441796872136-START.npy,START
C:\ASL_Project\asl_training\features\HELP\5726113697968809-HELP.npy,HELP
C:\ASL_Project\asl_training\features\THANK YOU\6936836055005255-THANK YOU.npy,THANK YOU
C:\ASL_Project\asl_training\features\LOVE\499380155781485-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\THANK YOU\09460259361998125-THANK YOU.npy,THANK YOU
C:\ASL_Project\asl_training\features\PLEASE\05859480723249688-PLEASE.npy,PLEASE
C:\ASL_Project\asl_training\features\UNDERSTAND\6191415507296982-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\MORE\48891811825038345-MORE.npy,MORE
C:\ASL_Project\asl_training\features\WE\2541378389097124-WE.npy,WE
C:\ASL_Project\asl_training\features\UNDERSTAND\030959011181703078-UNDERSTAND.npy,UNDERSTAND
C:\ASL_Project\asl_training\features\WHEN\38702561454738094-WHEN.npy,WHEN
C:\ASL_Project\asl_training\features\LOVE\9377899064716586-LOVE.npy,LOVE
C:\ASL_Project\asl_training\features\WE\5516631277912989-WE.npy,WE
C:\ASL_Project\asl_training\features\YES\1555998439795525-YES.npy,YES
C:\ASL_Project\asl_training\features\MORE\8341336597329694-MORE.npy,MORE
C:\ASL_Project\asl_training\features\GOOD\9521412407799632-GOOD.npy,GOOD
C:\ASL_Project\asl_training\features\BAD\3763434553768781-BAD.npy,BAD
C:\ASL_Project\asl_training\features\NO\7525332129995586-NO.npy,NO
C:\ASL_Project\asl_training\features\LIKE\7707078264255762-LIKE.npy,LIKE
C:\ASL_Project\asl_training\features\STOP\07893366237759558-STOP.npy,STOP
C:\ASL_Project\asl_training\features\YES\09905526235759088-YES.npy,YES
